,date,entry,type,amount,state,district,block,gp,N_vil
765,2015-06-30,Payment,Expenditures,"6,840",ODISHA,ANUGUL,ANUGUL,BANTALA,5
766,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
767,2015-07-07,Receipt,Direct Receipts,"5,345",ODISHA,ANUGUL,ANUGUL,BANTALA,5
768,2015-07-07,Payment,Expenditures,"1,250",ODISHA,ANUGUL,ANUGUL,BANTALA,5
769,2015-07-10,Payment,Expenditures,"100,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
770,2015-07-22,Payment,Expenditures,"3,771",ODISHA,ANUGUL,ANUGUL,BANTALA,5
771,2015-07-29,Payment,Expenditures,"50,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
772,2015-07-29,Payment,Expenditures,"2,080",ODISHA,ANUGUL,ANUGUL,BANTALA,5
773,2015-07-30,Receipt,Direct Receipts,78,ODISHA,ANUGUL,ANUGUL,BANTALA,5
774,2015-07-30,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,BANTALA,5
775,2015-07-30,Receipt,Direct Receipts,"6,104",ODISHA,ANUGUL,ANUGUL,BANTALA,5
776,2015-07-30,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,BANTALA,5
777,2015-07-30,Receipt,Direct Receipts,59,ODISHA,ANUGUL,ANUGUL,BANTALA,5
778,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
779,2015-08-07,Payment,Expenditures,"1,250",ODISHA,ANUGUL,ANUGUL,BANTALA,5
780,2015-08-07,Receipt,Direct Receipts,"5,615",ODISHA,ANUGUL,ANUGUL,BANTALA,5
781,2015-08-12,Payment,Expenditures,"100,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
782,2015-08-12,Payment,Expenditures,"28,040",ODISHA,ANUGUL,ANUGUL,BANTALA,5
783,2015-08-12,Payment,Expenditures,"25,200",ODISHA,ANUGUL,ANUGUL,BANTALA,5
784,2015-08-19,Payment,Expenditures,"12,900",ODISHA,ANUGUL,ANUGUL,BANTALA,5
785,2015-08-22,Receipt,Direct Receipts,"741,196",ODISHA,ANUGUL,ANUGUL,BANTALA,5
786,2015-08-22,Receipt,Direct Receipts,700,ODISHA,ANUGUL,ANUGUL,BANTALA,5
787,2015-08-22,Receipt,Direct Receipts,105,ODISHA,ANUGUL,ANUGUL,BANTALA,5
788,2015-08-29,Payment,Expenditures,"3,771",ODISHA,ANUGUL,ANUGUL,BANTALA,5
789,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
790,2015-09-07,Receipt,Direct Receipts,"5,315",ODISHA,ANUGUL,ANUGUL,BANTALA,5
791,2015-09-07,Payment,Expenditures,"1,250",ODISHA,ANUGUL,ANUGUL,BANTALA,5
792,2015-09-08,Receipt,Direct Receipts,"275,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
793,2015-09-10,Receipt,Direct Receipts,"23,040",ODISHA,ANUGUL,ANUGUL,BANTALA,5
794,2015-09-10,Receipt,Direct Receipts,"5,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
795,2015-09-10,Receipt,Direct Receipts,"23,040",ODISHA,ANUGUL,ANUGUL,BANTALA,5
796,2015-09-21,Receipt,Direct Receipts,175,ODISHA,ANUGUL,ANUGUL,BANTALA,5
797,2015-09-24,Payment,Expenditures,"3,771",ODISHA,ANUGUL,ANUGUL,BANTALA,5
798,2015-09-24,Payment,Expenditures,"1,250",ODISHA,ANUGUL,ANUGUL,BANTALA,5
799,2015-10-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
800,2015-10-07,Receipt,Direct Receipts,"5,555",ODISHA,ANUGUL,ANUGUL,BANTALA,5
801,2015-10-13,Receipt,Direct Receipts,"5,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
802,2015-10-20,Receipt,Direct Receipts,35,ODISHA,ANUGUL,ANUGUL,BANTALA,5
803,2015-10-29,Payment,Expenditures,"14,520",ODISHA,ANUGUL,ANUGUL,BANTALA,5
804,2015-10-30,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
805,2015-11-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
806,2015-11-07,Payment,Expenditures,"30,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
807,2015-11-27,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
808,2015-12-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
809,2015-12-07,Receipt,Direct Receipts,715,ODISHA,ANUGUL,ANUGUL,BANTALA,5
810,2015-12-16,Payment,Expenditures,"2,368",ODISHA,ANUGUL,ANUGUL,BANTALA,5
811,2015-12-19,Payment,Expenditures,"30,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
812,2015-12-20,Payment,Expenditures,800,ODISHA,ANUGUL,ANUGUL,BANTALA,5
813,2015-12-20,Receipt,Direct Receipts,"3,450",ODISHA,ANUGUL,ANUGUL,BANTALA,5
814,2015-12-31,Payment,Expenditures,896,ODISHA,ANUGUL,ANUGUL,BANTALA,5
815,2016-01-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
816,2016-01-06,Payment,Expenditures,"4,500",ODISHA,ANUGUL,ANUGUL,BANTALA,5
817,2016-01-12,Receipt,Direct Receipts,"3,450",ODISHA,ANUGUL,ANUGUL,BANTALA,5
818,2016-01-12,Payment,Expenditures,800,ODISHA,ANUGUL,ANUGUL,BANTALA,5
819,2016-01-22,Receipt,Direct Receipts,"8,742",ODISHA,ANUGUL,ANUGUL,BANTALA,5
820,2016-01-22,Receipt,Direct Receipts,"650,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
821,2016-01-22,Payment,Expenditures,"1,047",ODISHA,ANUGUL,ANUGUL,BANTALA,5
822,2016-02-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
823,2016-02-01,Payment,Expenditures,"18,180",ODISHA,ANUGUL,ANUGUL,BANTALA,5
824,2016-02-04,Receipt,Direct Receipts,"41,278",ODISHA,ANUGUL,ANUGUL,BANTALA,5
825,2016-02-04,Receipt,Direct Receipts,"299,600",ODISHA,ANUGUL,ANUGUL,BANTALA,5
826,2016-02-05,Payment,Expenditures,"20,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
827,2016-02-05,Receipt,Direct Receipts,315,ODISHA,ANUGUL,ANUGUL,BANTALA,5
828,2016-02-05,Payment,Expenditures,"5,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
829,2016-02-05,Receipt,Direct Receipts,"11,986",ODISHA,ANUGUL,ANUGUL,BANTALA,5
830,2016-02-06,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BANTALA,5
831,2016-02-06,Receipt,Direct Receipts,"3,610",ODISHA,ANUGUL,ANUGUL,BANTALA,5
832,2016-02-24,Payment,Expenditures,"1,327",ODISHA,ANUGUL,ANUGUL,BANTALA,5
833,2016-02-29,Payment,Expenditures,"1,750",ODISHA,ANUGUL,ANUGUL,BANTALA,5
834,2016-02-29,Receipt,Direct Receipts,"1,750",ODISHA,ANUGUL,ANUGUL,BANTALA,5
835,2016-02-29,Receipt,Direct Receipts,"740,692",ODISHA,ANUGUL,ANUGUL,BANTALA,5
836,2016-03-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
837,2016-03-04,Receipt,Direct Receipts,"5,085",ODISHA,ANUGUL,ANUGUL,BANTALA,5
838,2016-03-04,Payment,Expenditures,"4,143",ODISHA,ANUGUL,ANUGUL,BANTALA,5
839,2016-03-04,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
840,2016-03-15,Payment,Expenditures,"80,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
841,2016-03-16,Payment,Expenditures,"1,253",ODISHA,ANUGUL,ANUGUL,BANTALA,5
842,2016-03-17,Payment,Expenditures,"8,286",ODISHA,ANUGUL,ANUGUL,BANTALA,5
843,2016-03-17,Payment,Expenditures,"8,514",ODISHA,ANUGUL,ANUGUL,BANTALA,5
844,2016-03-17,Payment,Expenditures,69,ODISHA,ANUGUL,ANUGUL,BANTALA,5
845,2016-03-17,Payment,Expenditures,"4,760",ODISHA,ANUGUL,ANUGUL,BANTALA,5
846,2016-03-17,Payment,Expenditures,"3,722",ODISHA,ANUGUL,ANUGUL,BANTALA,5
847,2016-03-17,Payment,Expenditures,"5,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
848,2016-03-17,Payment,Expenditures,"3,200",ODISHA,ANUGUL,ANUGUL,BANTALA,5
849,2016-03-17,Payment,Expenditures,"4,998",ODISHA,ANUGUL,ANUGUL,BANTALA,5
850,2016-03-17,Payment,Expenditures,"100,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
851,2016-03-17,Payment,Expenditures,"2,840",ODISHA,ANUGUL,ANUGUL,BANTALA,5
852,2016-03-17,Payment,Expenditures,"1,818",ODISHA,ANUGUL,ANUGUL,BANTALA,5
853,2016-03-22,Receipt,Direct Receipts,"4,960",ODISHA,ANUGUL,ANUGUL,BANTALA,5
854,2016-03-22,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,BANTALA,5
855,2016-03-30,Payment,Expenditures,"6,840",ODISHA,ANUGUL,ANUGUL,BANTALA,5
856,2016-03-31,Payment,Expenditures,100,ODISHA,ANUGUL,ANUGUL,BANTALA,5
857,2016-03-31,Receipt,Direct Receipts,100,ODISHA,ANUGUL,ANUGUL,BANTALA,5
858,2016-03-31,Receipt,Direct Receipts,"1,661",ODISHA,ANUGUL,ANUGUL,BANTALA,5
859,2015-04-01,Opening Balance,Balance,"686,696.3",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
860,2015-04-06,Payment,Expenditures,"1,381",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
861,2015-04-06,Receipt,Direct Receipts,"4,605",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
862,2015-04-08,Payment,Expenditures,"3,727",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
863,2015-04-10,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
864,2015-04-15,Payment,Expenditures,"9,700",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
865,2015-04-15,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
866,2015-04-15,Payment,Expenditures,"3,400",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
867,2015-04-15,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
868,2015-04-27,Payment,Expenditures,"7,500",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
869,2015-04-27,Payment,Expenditures,"6,600",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
870,2015-04-27,Payment,Expenditures,"23,040",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
871,2015-05-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
872,2015-05-05,Receipt,Direct Receipts,460,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
873,2015-05-05,Receipt,Direct Receipts,"4,605",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
874,2015-05-05,Payment,Expenditures,"1,381",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
875,2015-05-26,Payment,Expenditures,"3,727",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
876,2015-05-26,Payment,Expenditures,"1,381",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
877,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
878,2015-06-04,Payment,Expenditures,"3,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
879,2015-06-04,Payment,Expenditures,"3,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
880,2015-06-04,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
881,2015-06-05,Receipt,Direct Receipts,"4,605",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
882,2015-06-05,Receipt,Direct Receipts,460,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
883,2015-06-09,Receipt,Direct Receipts,"165,900",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
884,2015-06-24,Payment,Expenditures,"3,727",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
885,2015-06-25,Receipt,Direct Receipts,"3,628",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
886,2015-06-25,Receipt,Direct Receipts,"6,317",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
887,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
888,2015-07-06,Receipt,Direct Receipts,"4,605",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
889,2015-07-06,Payment,Expenditures,"1,381",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
890,2015-07-06,Receipt,Direct Receipts,460,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
891,2015-07-20,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
892,2015-07-20,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
893,2015-07-29,Payment,Expenditures,"3,727",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
894,2015-07-29,Payment,Expenditures,"1,381",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
895,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
896,2015-08-05,Receipt,Direct Receipts,"4,605",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
897,2015-08-10,Receipt,Direct Receipts,"741,196",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
898,2015-08-13,Payment,Expenditures,300,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
899,2015-08-13,Receipt,Direct Receipts,"2,665",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
900,2015-08-22,Receipt,Direct Receipts,"275,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
901,2015-08-27,Payment,Expenditures,"3,727",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
902,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
903,2015-09-05,Receipt,Direct Receipts,460,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
904,2015-09-05,Payment,Expenditures,"1,381",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
905,2015-09-07,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
906,2015-09-07,Receipt,Direct Receipts,"32,640",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
907,2015-09-08,Receipt,Direct Receipts,"5,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
908,2015-09-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
909,2015-09-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
910,2015-09-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
911,2015-09-16,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
912,2015-09-16,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
913,2015-09-28,Payment,Expenditures,"3,727",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
914,2015-09-28,Payment,Expenditures,"1,381",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
915,2015-10-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
916,2015-10-05,Receipt,Direct Receipts,"4,605",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
917,2015-11-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
918,2015-11-02,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
919,2015-11-02,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
920,2015-11-02,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
921,2015-11-02,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
922,2015-11-24,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
923,2015-11-24,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
924,2015-11-24,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
925,2015-11-24,Receipt,Direct Receipts,126,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
926,2015-11-25,Payment,Expenditures,"7,111",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
927,2015-11-25,Receipt,Direct Receipts,"10,200",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
928,2015-11-25,Payment,Expenditures,"1,906",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
929,2015-12-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
930,2015-12-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
931,2015-12-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
932,2015-12-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
933,2015-12-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
934,2015-12-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
935,2015-12-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
936,2015-12-11,Receipt,Direct Receipts,"6,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
937,2015-12-16,Payment,Expenditures,"2,947",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
938,2015-12-20,Payment,Expenditures,"1,127",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
939,2015-12-23,Receipt,Direct Receipts,"10,500",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
940,2015-12-25,Receipt,Direct Receipts,"17,081",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
941,2015-12-30,Payment,Expenditures,"23,290",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
942,2015-12-30,Payment,Expenditures,"4,800",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
943,2015-12-30,Payment,Expenditures,"12,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
944,2016-01-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
945,2016-01-05,Payment,Expenditures,"2,766",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
946,2016-01-05,Receipt,Direct Receipts,"6,930",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
947,2016-01-19,Payment,Expenditures,930,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
948,2016-01-22,Payment,Expenditures,"1,085",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
949,2016-01-29,Receipt,Direct Receipts,"299,600",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
950,2016-01-29,Receipt,Direct Receipts,"10,041",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
951,2016-02-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
952,2016-02-16,Receipt,Direct Receipts,"41,278",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
953,2016-02-16,Payment,Expenditures,"1,224",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
954,2016-02-16,Payment,Expenditures,"1,800",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
955,2016-02-18,Payment,Expenditures,"3,115",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
956,2016-02-18,Receipt,Direct Receipts,"3,465",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
957,2016-02-18,Receipt,Direct Receipts,690,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
958,2016-02-20,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
959,2016-02-20,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
960,2016-02-20,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
961,2016-02-20,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
962,2016-02-20,Receipt,Direct Receipts,"4,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
963,2016-02-23,Receipt,Direct Receipts,965,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
964,2016-02-23,Receipt,Direct Receipts,"9,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
965,2016-02-24,Payment,Expenditures,"5,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
966,2016-02-24,Receipt,Direct Receipts,"740,692",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
967,2016-02-24,Payment,Expenditures,"66,843",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
968,2016-02-24,Payment,Expenditures,"36,680",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
969,2016-02-24,Payment,Expenditures,"71,289",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
970,2016-02-24,Payment,Expenditures,"1,306",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
971,2016-02-24,Payment,Expenditures,"5,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
972,2016-02-24,Payment,Expenditures,"5,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
973,2016-02-24,Payment,Expenditures,"5,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
974,2016-03-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
975,2016-03-04,Receipt,Direct Receipts,"6,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
976,2016-03-04,Payment,Expenditures,"4,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
977,2016-03-04,Receipt,Direct Receipts,"2,068",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
978,2016-03-04,Payment,Expenditures,"4,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
979,2016-03-04,Receipt,Direct Receipts,460,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
980,2016-03-04,Payment,Expenditures,"5,600",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
981,2016-03-04,Receipt,Direct Receipts,"4,605",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
982,2016-03-04,Payment,Expenditures,"5,400",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
983,2016-03-04,Receipt,Direct Receipts,460,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
984,2016-03-04,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
985,2016-03-04,Receipt,Direct Receipts,"1,380",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
986,2016-03-04,Receipt,Direct Receipts,460,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
987,2016-03-05,Receipt,Direct Receipts,850,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
988,2016-03-05,Payment,Expenditures,"3,815",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
989,2016-03-05,Receipt,Direct Receipts,"4,235",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
990,2016-03-11,Payment,Expenditures,"1,306",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
991,2016-03-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
992,2016-03-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
993,2016-03-15,Receipt,Direct Receipts,"4,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
994,2016-03-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
995,2016-03-20,Receipt,Direct Receipts,"4,235",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
996,2016-03-20,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
997,2016-03-20,Receipt,Direct Receipts,850,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
998,2016-03-20,Payment,Expenditures,75,ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
999,2016-03-20,Payment,Expenditures,"3,815",ODISHA,ANUGUL,ANUGUL,BARAGAUNIA,7
1000,2015-04-01,Opening Balance,Balance,"1,464,152.82",ODISHA,ANUGUL,ANUGUL,BASALA,3
1001,2015-04-06,Receipt,Direct Receipts,"2,805",ODISHA,ANUGUL,ANUGUL,BASALA,3
1002,2015-04-06,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BASALA,3
1003,2015-04-12,Receipt,Direct Receipts,"4,840",ODISHA,ANUGUL,ANUGUL,BASALA,3
1004,2015-04-12,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1005,2015-04-13,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1006,2015-04-20,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1007,2015-04-20,Receipt,Direct Receipts,"10,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1008,2015-04-20,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1009,2015-04-20,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1010,2015-04-21,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1011,2015-04-25,Payment,Expenditures,"200,000",ODISHA,ANUGUL,ANUGUL,BASALA,3
1012,2015-04-25,Payment,Expenditures,"184,663",ODISHA,ANUGUL,ANUGUL,BASALA,3
1013,2015-04-25,Receipt,Direct Receipts,"184,663",ODISHA,ANUGUL,ANUGUL,BASALA,3
1014,2015-04-25,Receipt,Direct Receipts,"15,337",ODISHA,ANUGUL,ANUGUL,BASALA,3
1015,2015-04-27,Payment,Expenditures,"2,319",ODISHA,ANUGUL,ANUGUL,BASALA,3
1016,2015-04-27,Receipt,Direct Receipts,280,ODISHA,ANUGUL,ANUGUL,BASALA,3
1017,2015-04-30,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BASALA,3
1018,2015-05-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BASALA,3
1019,2015-05-07,Receipt,Direct Receipts,"3,005",ODISHA,ANUGUL,ANUGUL,BASALA,3
